1000	0.000649
2000	0.001528
3000	0.002181
4000	0.002866
5000	0.004051
6000	0.003717
7000	0.003071
8000	0.004307
9000	0.004724
10000	0.004580
11000	0.005434
12000	0.005438
13000	0.004806
14000	0.005449
15000	0.004892
16000	0.005106
17000	0.004913
18000	0.007143
19000	0.005507
20000	0.005810
21000	0.006174
22000	0.006536
23000	0.007556
24000	0.007042
25000	0.007426
26000	0.007608
27000	0.007941
28000	0.008266
29000	0.008759
30000	0.008951
31000	0.009421
32000	0.009571
33000	0.009942
34000	0.010302
35000	0.010935
36000	0.011023
37000	0.011340
38000	0.011661
39000	0.011999
40000	0.012673
41000	0.012621
42000	0.013387
43000	0.013465
44000	0.013673
45000	0.014015
46000	0.014433
47000	0.014984
48000	0.014986
49000	0.015344
50000	0.015792
51000	0.016140
52000	0.016561
53000	0.017000
54000	0.017337
55000	0.017487
56000	0.017943
57000	0.018348
58000	0.018575
59000	0.019164
60000	0.019544
61000	0.020437
62000	0.020107
63000	0.020578
64000	0.021009
65000	0.021367
66000	0.021416
67000	0.022754
68000	0.022711
69000	0.023135
70000	0.023245
71000	0.023788
72000	0.024778
73000	0.024776
74000	0.025588
75000	0.025352
76000	0.026016
77000	0.026515
78000	0.026870
79000	0.027543
80000	0.027839
81000	0.028060
82000	0.028560
83000	0.028990
84000	0.029517
85000	0.029964
86000	0.030309
87000	0.030926
88000	0.031334
89000	0.032094
90000	0.032210
91000	0.033161
92000	0.033432
93000	0.034579
94000	0.034106
95000	0.034484
96000	0.034933
97000	0.035451
98000	0.035453
99000	0.036053
100000	0.036889
10000	0.005283
20000	0.005796
30000	0.009116
40000	0.012523
50000	0.015859
60000	0.019683
70000	0.023961
80000	0.028426
90000	0.032740
100000	0.037726
110000	0.041090
120000	0.045471
130000	0.050322
140000	0.054137
150000	0.058980
160000	0.063792
170000	0.068286
180000	0.073033
190000	0.077138
200000	0.083066
210000	0.086128
220000	0.091346
230000	0.094340
240000	0.097596
250000	0.101697
260000	0.105566
270000	0.110091
280000	0.116006
290000	0.120337
300000	0.125305
310000	0.131026
320000	0.136488
330000	0.141715
340000	0.146097
350000	0.151774
360000	0.158548
370000	0.162458
380000	0.166967
390000	0.175069
400000	0.175917
