100	0.000155
200	0.000138
300	0.000164
400	0.000278
500	0.000415
600	0.000425
700	0.000490
800	0.000524
900	0.000572
1000	0.000692
1100	0.000972
1200	0.000856
1300	0.000727
1400	0.000690
1500	0.001183
1600	0.000954
1700	0.000777
1800	0.001098
1900	0.001517
2000	0.001195
2100	0.001214
2200	0.001037
2300	0.001886
2400	0.001142
2500	0.001177
2600	0.001217
2700	0.001679
2800	0.001611
2900	0.001784
3000	0.001828
3100	0.001444
3200	0.001984
3300	0.002021
3400	0.001919
3500	0.001628
3600	0.002376
3700	0.001673
3800	0.002509
3900	0.002370
4000	0.002659
4100	0.002504
4200	0.002546
4300	0.002055
4400	0.002728
4500	0.002137
4600	0.003096
4700	0.003190
4800	0.002994
4900	0.002192
5000	0.003371
5100	0.002396
5200	0.003002
5300	0.002488
5400	0.003663
5500	0.003113
5600	0.003782
5700	0.003287
5800	0.003303
5900	0.003989
6000	0.004084
6100	0.004148
6200	0.002932
6300	0.003011
6400	0.003912
6500	0.004343
6600	0.005325
6700	0.004882
6800	0.004592
6900	0.004594
7000	0.004371
7100	0.004344
7200	0.004916
7300	0.003354
7400	0.003454
7500	0.003559
7600	0.003563
7700	0.004377
7800	0.003480
7900	0.003505
8000	0.004946
8100	0.003771
8200	0.003736
8300	0.005055
8400	0.003543
8500	0.003770
8600	0.004042
8700	0.004168
8800	0.003832
8900	0.003599
9000	0.005193
9100	0.003856
9200	0.004087
9300	0.003993
9400	0.004995
9500	0.005751
9600	0.005117
9700	0.005748
9800	0.004484
9900	0.005496
10000	0.005367
10100	0.005861
10200	0.004799
10300	0.006375
10400	0.004661
10500	0.004556
10600	0.005844
10700	0.004743
10800	0.004319
10900	0.005334
11000	0.006387
11100	0.005390
11200	0.006740
11300	0.005341
11400	0.005551
11500	0.004897
11600	0.005545
11700	0.005028
11800	0.005476
11900	0.005805
12000	0.006079
12100	0.005458
12200	0.004696
12300	0.006415
12400	0.005867
12500	0.005064
12600	0.005861
12700	0.006120
12800	0.005590
12900	0.006011
13000	0.005679
13100	0.006309
13200	0.005588
13300	0.005744
13400	0.005207
13500	0.005378
13600	0.005409
13700	0.006819
13800	0.005540
13900	0.005393
14000	0.005833
14100	0.004646
14200	0.004869
14300	0.005732
14400	0.005702
14500	0.004788
14600	0.005584
14700	0.005178
14800	0.005419
14900	0.006866
15000	0.005293
15100	0.005462
15200	0.004583
15300	0.005955
15400	0.005274
15500	0.005428
15600	0.007322
15700	0.005225
15800	0.005527
15900	0.005734
16000	0.006259
16100	0.005608
16200	0.005063
16300	0.005493
16400	0.005918
16500	0.005077
16600	0.004917
16700	0.007485
16800	0.007200
16900	0.006007
17000	0.005645
17100	0.005003
17200	0.005076
17300	0.007410
17400	0.005407
17500	0.005485
17600	0.006187
17700	0.005733
17800	0.005580
17900	0.005375
18000	0.004910
18100	0.005764
18200	0.005540
18300	0.007866
18400	0.005677
18500	0.005413
18600	0.005915
18700	0.005440
18800	0.005148
18900	0.005382
19000	0.005760
19100	0.005328
19200	0.005333
19300	0.005853
19400	0.006118
19500	0.005734
19600	0.008053
19700	0.005403
19800	0.005931
19900	0.006345
20000	0.005743
20100	0.005521
20200	0.005561
20300	0.006203
20400	0.005593
20500	0.005839
20600	0.006446
20700	0.005657
20800	0.006343
20900	0.005905
21000	0.005798
21100	0.005835
21200	0.008057
21300	0.005862
21400	0.005884
21500	0.006447
21600	0.006068
21700	0.006056
21800	0.006031
21900	0.006037
22000	0.006783
22100	0.006227
22200	0.006174
22300	0.006369
22400	0.006256
22500	0.006259
22600	0.006492
22700	0.006427
22800	0.006354
22900	0.006349
23000	0.008006
23100	0.006395
23200	0.006608
23300	0.006470
23400	0.006498
23500	0.007652
23600	0.007880
23700	0.006622
23800	0.006627
23900	0.006728
24000	0.006680
24100	0.007570
24200	0.006666
24300	0.008657
24400	0.006784
24500	0.007129
24600	0.009094
24700	0.007545
24800	0.006928
24900	0.006986
25000	0.006918
25100	0.007099
25200	0.007048
25300	0.007879
25400	0.007066
25500	0.008947
25600	0.007089
25700	0.007177
25800	0.007456
25900	0.007200
26000	0.007257
26100	0.008047
26200	0.012029
26300	0.007439
26400	0.007359
26500	0.008165
26600	0.007400
26700	0.007445
26800	0.007429
26900	0.007504
27000	0.007593
27100	0.007555
27200	0.007571
27300	0.007631
27400	0.007595
27500	0.007642
27600	0.007841
27700	0.007722
27800	0.007835
27900	0.007785
28000	0.007787
28100	0.007902
28200	0.009171
28300	0.009148
28400	0.007902
28500	0.008040
28600	0.007934
28700	0.008544
28800	0.008042
28900	0.009355
29000	0.009574
29100	0.008247
29200	0.008223
29300	0.008163
29400	0.008216
29500	0.008185
29600	0.008185
29700	0.009958
29800	0.008288
29900	0.008316
30000	0.008322
30100	0.008316
30200	0.009961
30300	0.008480
30400	0.008599
30500	0.008533
30600	0.008844
30700	0.009703
30800	0.008565
30900	0.008633
31000	0.008789
31100	0.008675
31200	0.009447
31300	0.008726
31400	0.008890
31500	0.009372
31600	0.008818
31700	0.009100
31800	0.009502
31900	0.009370
32000	0.009202
32100	0.010325
32200	0.009049
