1000	0.001275
2000	0.003020
3000	0.003808
4000	0.004991
5000	0.004428
6000	0.004797
7000	0.005315
8000	0.007590
9000	0.009364
10000	0.008173
11000	0.008818
12000	0.008525
13000	0.008754
14000	0.008736
15000	0.009442
16000	0.009771
17000	0.009215
18000	0.009437
19000	0.010913
20000	0.012585
21000	0.011064
22000	0.011920
23000	0.014402
24000	0.012810
25000	0.014859
26000	0.013828
27000	0.014452
28000	0.014841
29000	0.015453
30000	0.017094
31000	0.016886
32000	0.017089
33000	0.017697
34000	0.018218
35000	0.018932
36000	0.019527
37000	0.019984
38000	0.021502
39000	0.021737
40000	0.021758
41000	0.022269
42000	0.023123
43000	0.023703
44000	0.024176
45000	0.024769
46000	0.026283
47000	0.025924
48000	0.026771
49000	0.028321
50000	0.027885
51000	0.028606
52000	0.029670
53000	0.030081
54000	0.031407
55000	0.031036
56000	0.031901
57000	0.032541
58000	0.033030
59000	0.033562
60000	0.034652
61000	0.035045
62000	0.035383
63000	0.036107
64000	0.037094
65000	0.037148
66000	0.038040
67000	0.038839
68000	0.039440
69000	0.040023
70000	0.041244
71000	0.042251
72000	0.042200
73000	0.043876
74000	0.043198
75000	0.043728
76000	0.044788
77000	0.045648
78000	0.046370
79000	0.046586
80000	0.048088
81000	0.048715
82000	0.050110
83000	0.050758
84000	0.051122
85000	0.051160
86000	0.051717
87000	0.052994
88000	0.054352
89000	0.057030
90000	0.055678
91000	0.055542
92000	0.058607
93000	0.058236
94000	0.057198
95000	0.059039
96000	0.059576
97000	0.059927
98000	0.060844
99000	0.062702
100000	0.063556
101000	0.063946
102000	0.064497
103000	0.065542
104000	0.065037
105000	0.067317
106000	0.067107
107000	0.067538
108000	0.068490
109000	0.068944
110000	0.070143
111000	0.070507
112000	0.070621
113000	0.071448
114000	0.072494
115000	0.073486
116000	0.073159
117000	0.074016
118000	0.078521
119000	0.075903
120000	0.076895
121000	0.077417
122000	0.078386
123000	0.079053
124000	0.080319
125000	0.081134
126000	0.080623
127000	0.081679
128000	0.083014
129000	0.083297
130000	0.083291
131000	0.084055
132000	0.084554
133000	0.084574
134000	0.085353
135000	0.086990
136000	0.087557
137000	0.088410
138000	0.089989
139000	0.089015
140000	0.090181
141000	0.091142
142000	0.092535
143000	0.093572
144000	0.093758
145000	0.095517
146000	0.094474
147000	0.094438
148000	0.096026
149000	0.096981
150000	0.098120
151000	0.097347
152000	0.099039
153000	0.099145
154000	0.100021
155000	0.101488
156000	0.102378
157000	0.102301
158000	0.102589
159000	0.102498
160000	0.104409
161000	0.104693
162000	0.105765
163000	0.105492
164000	0.108031
165000	0.108561
166000	0.109916
167000	0.109587
168000	0.111200
169000	0.111847
170000	0.111332
171000	0.115349
172000	0.113554
173000	0.113932
174000	0.114379
175000	0.116307
176000	0.117337
177000	0.117253
178000	0.118953
179000	0.118420
180000	0.120194
181000	0.121220
182000	0.120842
183000	0.121361
184000	0.122713
185000	0.123590
186000	0.123146
187000	0.125418
188000	0.125682
189000	0.126373
190000	0.126463
191000	0.127230
192000	0.128609
193000	0.128622
194000	0.128576
195000	0.129885
196000	0.132342
197000	0.130748
198000	0.131712
199000	0.131564
200000	0.133220
1000	0.001072
2000	0.001815
3000	0.003483
4000	0.003545
5000	0.006417
6000	0.007319
7000	0.007261
8000	0.007741
9000	0.007663
